"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CC2D2B",11.502318479017,2.00731220600229,0.677074280951804,2.96468535650253,0.00302992650921029,0.0304524943677042
"AGAP9",97.6913680914634,2.0733164191918,0.590536555913436,3.51090275179462,0.000446587739513419,0.00830507627439459
"GPRIN2",732.629493119852,-1.70701612163453,0.453292535294323,-3.76581564601801,0.000166006251944418,0.00423747457180446
"SCART1",32.0562025342027,3.43667458909478,0.614087392708009,5.59639333082495,2.18856870846713e-08,7.77360979130857e-06
"HBB",2255.02059673204,-3.45352906471249,0.807293046038542,-4.27791256429032,1.88654090263684e-05,0.000869997619575121
"RBM14-RBM4",25.2401822012437,1.84126882040424,0.66025909620053,2.78870648053143,0.00529190019745587,0.043842670916292
"C11orf97",10.8430101634973,-1.90439779812977,0.626084666533787,-3.04175760871632,0.00235201210687744,0.0255628190834713
"CLEC2D",32.4869587946538,1.79779087747749,0.583788866547203,3.07952237614679,0.00207332795204325,0.0234977167898235
"SLCO1A2",1847.77493695659,2.37840787561671,0.707363857185369,3.36235425581467,0.000772809094462933,0.0121272913834915
"LHX5",41.5263149997417,-3.8533395247268,0.981901511063316,-3.92436459391325,8.6958953528609e-05,0.00271344443029271
"TBX5",7.30549159559206,2.96796081558995,1.01379309310561,2.92758042619725,0.00341610696126904,0.0326063405439825
"UGGT2",151.157473143519,1.55544081933233,0.337723189645174,4.60566779843143,4.11144297402389e-06,0.000329144338475092
"GATA3",4.42278006205805,-6.74248492174058,1.49927884964666,-4.49715202967721,6.88697445995574e-06,0.000447358566671211
"VWF",1558.23637653765,-1.79002985499131,0.507548936234688,-3.52681234694502,0.000420594743049722,0.00797887345508188
"KRT18",166.37862208237,-1.71832649426345,0.510712908400525,-3.36456444706867,0.000766645773971912,0.0120698702218475
"FLT3",186.113766882141,2.20481756035407,0.607365403065101,3.63013360528497,0.000283274553258066,0.00607058458548159
"BEST3",142.900490317854,2.07661100980179,0.544941077139884,3.81070742675678,0.000138569686811938,0.00375532849291964
"PRH2",37.3317319434066,2.05385388435377,0.494721713340779,4.15153373900736,3.30254565941466e-05,0.00133520321354251
"NEK3",96.7996529273319,1.77680179892205,0.40456373592301,4.39189586498227,1.1236651868208e-05,0.000619091307880741
"ALG10",19.6098833721044,-1.50303106878754,0.53048554010516,-2.83331204181285,0.00460683913028917,0.0397655493490421
"DHH",10.4034006746929,-3.90446372657535,0.924548218283516,-4.2231044842899,2.40960043483714e-05,0.00103408405293499
"CSAD",261.033333710879,1.53266910699978,0.244151978075199,6.27752074377099,3.44014378396468e-10,3.19054224052813e-07
"CENPJ",227.661501672368,1.84870974709187,0.436705345451014,4.23331146813096,2.30275233401636e-05,0.0010006412603496
"KIF5A",17881.0762631079,2.79114234645271,0.275839257326726,10.1187277456546,4.56308238212598e-24,7.61760972872111e-20
"OTOGL",30.7664424667205,2.37275087571731,0.648305745193653,3.65992572687838,0.000252288364405567,0.00564611264244837
"SMCO2",3.8614114655986,3.41381986239309,0.985079458953117,3.46552740630801,0.000529192588405704,0.00930627783916813
"KRT8",30.411453414268,-2.00758915348626,0.654587505968419,-3.06695305850081,0.00216252814644892,0.0241157280406268
"SMAGP",33.2830106784417,-1.91395513564096,0.446013265990982,-4.29125158730068,1.77668881415038e-05,0.000837854323825604
"PAH",52.7641848640699,1.93025855201708,0.57099447916153,3.3805205172063,0.000723486733644567,0.0115910628900791
"DPY19L2",249.544263245536,2.02453135391794,0.441927655815985,4.58113749450643,4.62453662715873e-06,0.000352840224894197
"LACC1",178.134536830526,2.07879793880967,0.542540762088654,3.83159770485592,0.000127313795673472,0.0035720613528957
"HCAR2",2.49562453528017,-5.21511629037221,1.77774860863881,-2.93355104598581,0.00335108544921409,0.0322066899764997
"MANSC4",3.50380649321379,-4.29764212841658,1.45265341231174,-2.95847728852083,0.00309163022630503,0.0307212351178191
"UBE2L5",3.91547520941002,3.44854610704172,1.11014889978568,3.10638159233186,0.00189392140904409,0.0221231480107898
"C13orf46",1.6062526905512,4.00261763096776,1.27010626622407,3.15140373479713,0.00162487715107095,0.0200189661697258
"PLEKHH1",1021.60206016216,1.57774727847625,0.341884938964836,4.61484873610805,3.93381718358028e-06,0.00032034704420824
"KIF26A",61.3366917849188,-1.68087814116079,0.359543116644628,-4.67503913535402,2.93897568842486e-06,0.000266015879123412
"SLC24A1",92.6275634088807,1.62507575453314,0.347207012105037,4.68042319963724,2.86283342173609e-06,0.000262594182101442
"RPGRIP1",8.21794247980465,2.78712354425995,0.724401283244037,3.84748565294993,0.000119336263239568,0.00340818171803933
"TGM1",78.2036646913071,1.78121853508078,0.614657707579667,2.89790319573909,0.00375666522255861,0.0347447470285409
"VSX2",2.04515162979286,-4.18737579948153,1.30331151742442,-3.21287408535799,0.00131413888321225,0.0174251267008303
"PGF",118.770513723112,-1.95478571708473,0.551715766616943,-3.54310287174001,0.000395448411424871,0.00767629741898465
"UNC13C",1777.72352059134,1.76594360597725,0.347469978163732,5.08229118184453,3.7290916882248e-07,6.10328006306125e-05
"UACA",140.237502315482,1.5076970736807,0.452635313159592,3.33093117096038,0.000865560012849239,0.0130412083524415
"ZNF280D",642.615878100281,1.54384210623462,0.229257789600552,6.7340878969676,1.64961438600819e-11,1.96704732571577e-08
"MCTP2",11.1919711609181,2.73249430969573,0.76362610617358,3.57831442325599,0.000345817279303183,0.00703595673618371
"ADAMTSL3",55.5863900428715,1.78517149027737,0.469432932235672,3.80282542550967,0.000143055166192839,0.00385187571681169
"STARD9",271.797514855752,1.90445567339088,0.438232705828992,4.34576344499042,1.38792081893467e-05,0.000704253803990741
"OTX2",184.849485081747,-4.66697073286481,1.40015684127727,-3.33317710936401,0.000858602673775883,0.0129597767052573
"CHRFAM7A",8.88146599401185,-3.05467055824476,0.7441342166803,-4.1049994608125,4.04315823377179e-05,0.00157702064379874
"ANPEP",15.323291559894,-1.9608616517851,0.663586575289662,-2.95494472733895,0.00312725071918195,0.0308216883373464
"BDKRB2",54.0453966105903,-1.99602801281847,0.716336377049577,-2.78643955098252,0.00532905563067183,0.0440965137592142
"USP50",8.97533135951887,3.34937763030723,1.15221724565028,2.906897673118,0.00365032585351587,0.034081957381764
"GOLGA8A",1400.67937773965,1.85460323872295,0.40288185984993,4.60334262608343,4.15763391959933e-06,0.000330512098351386
"CLEC14A",163.599202751539,-1.68165281074951,0.471534368816427,-3.5663419719978,0.000361998932417714,0.0072756603080625
"SLC25A21",3.44848120083961,3.67101074829441,1.11510665457486,3.29207142046336,0.000994523519351406,0.0143265470230097
"DLK1",16.2305368612512,-4.19551419267482,1.17721940532265,-3.56391864906858,0.000365359229662185,0.00728348022158405
"SLC24A5",3.8104670631226,3.28975641191987,1.05923306739009,3.10579089078638,0.00189770863492578,0.0221231480107898
"GOLGA8M",42.9511664366173,1.60604488939903,0.552806568119123,2.90525652555732,0.00366952217051149,0.0342141356190094
"DIO3",23.222708732473,-2.46239686200063,0.867894466706328,-2.83720769801133,0.00455099964452314,0.0394058029386252
"GOLGA8B",1112.32755705396,2.35633915621621,0.461918854277427,5.10119717867373,3.37511705415697e-07,5.74940858184658e-05
"GOLGA8N",67.1466105560472,2.58209626782951,0.414734300905804,6.22590478335182,4.78784791326997e-10,3.80611109829185e-07
"JMJD7",9.59085780505311,3.30090570709683,1.09764724238704,3.0072555003358,0.00263618092029974,0.027643470027314
"GOLGA8S",16.6541826089575,2.4020012811889,0.858567840478347,2.79768373323957,0.00514704838812295,0.0430485099154932
"SLC4A1",8.09174993633309,-2.46238146732271,0.81407561681794,-3.02475767171074,0.00248832410391732,0.0265771481706947
"MAP3K14",180.701352495321,1.5989037335122,0.34524241208959,4.6312494569679,3.63465634967817e-06,0.000303966768777852
"MMP25",11.7808101038664,-2.33117255280649,0.693949127406354,-3.35928450766887,0.000781445703483368,0.0122142531336818
"NGFR",298.945410534765,-1.65947067521912,0.561977738077592,-2.952911766391,0.00314791925506653,0.030894393911864
"GSDMB",201.000050948411,1.76581857359783,0.457676659914069,3.85822290769508,0.000114214458715283,0.00329318368979455
"ATP2A3",551.379374620037,-1.59667440998903,0.461148987779262,-3.46238298749841,0.000535414671351296,0.00933614493396494
"CACNG5",70.4206631374255,1.50998995510701,0.385470001332521,3.91726969644114,8.95575367675481e-05,0.00277824687454295
"CETP",10.4764388294142,-2.61205411812028,0.782082805575184,-3.3398690004433,0.000838179171890662,0.0127320865291562
"MMP2",76.0558595264862,-1.53130999413333,0.506911052645682,-3.02086527042778,0.00252053486951742,0.0267840923690158
"IGFALS",27.0867242787285,2.02746524099823,0.593981798727016,3.4133457377707,0.000641704762299444,0.0106275985137172
"ICAM2",86.6924347256551,-1.86904406895382,0.511351460762325,-3.65510654094434,0.000257075196283929,0.00570693261537755
"SGCA",83.3455789201925,-2.83004716645795,0.602922312068399,-4.69388362283215,2.680665716993e-06,0.000250088576348043
"WSB1",1211.95165357834,1.7422885849849,0.308469633331399,5.64816888511389,1.62165828908746e-08,6.76799086950653e-06
"CDH15",934.10720580137,-2.76958846324591,0.756509540997648,-3.66100929750801,0.000251223640996714,0.00564458608721284
"HIGD1B",265.207348479257,-1.66876611138428,0.510906478615883,-3.2662848901529,0.00108968561495771,0.0153254672938006
"AOC3",37.3911331277114,-1.52863462287064,0.534037742258328,-2.86240934284228,0.00420433518669082,0.0373534707858524
"TGFB1I1",136.107119728694,-1.73604930934114,0.423133574994084,-4.10283988777165,4.08109684578795e-05,0.00158441466845544
"ADAMTS18",413.766941443292,9.17105472652722,1.16270197252011,7.88770892565816,3.0778460589093e-15,1.2845390526858e-11
"OR4D1",2.58271707561512,-3.75767221183438,1.32685346168821,-2.83201749125585,0.00462553183175449,0.0398473302698676
"IGFBP4",840.629249610792,-1.50439704124038,0.438199724934772,-3.43313095749732,0.000596653836642339,0.0101122224862002
"TEKT5",3.44646379101892,4.30106316998638,1.30109392456742,3.30572842496083,0.000947298542784574,0.0138964867075973
"ABCA6",34.8370509552317,2.18725204525779,0.592334009966204,3.69259912221245,0.000221973779283628,0.00516104494618508
"ABCA10",133.008642435175,1.65028380528836,0.440375311277282,3.7474485127284,0.000178642490603326,0.00444449737426516
"PDZD9",16.5876736860414,1.99627354997388,0.59655755594655,3.34632179254928,0.000818912994567809,0.0125767557785787
"CLEC18A",9.52534615138076,2.33991281592476,0.660303849635743,3.54369101015476,0.000394567378082074,0.00767629741898465
"AGRP",6.27846162212806,2.99271763216981,0.892682783235801,3.35249843323044,0.000800856947211159,0.0123995696784454
"MSLNL",1.91013219906946,4.03991057678021,1.35851746514324,2.97376418076029,0.0029417105752314,0.029848603096609
"TMEM92",10.4045534650931,-2.64830635976146,0.751406138348776,-3.52446729485222,0.000424335193659655,0.00803157791718173
"TMEM88",54.9512730952932,-2.02909598880711,0.533517568057827,-3.80324118696534,0.000142815188845921,0.00385162643391567
"NPIPB12",16.5346228905496,2.47196586513526,0.820572388155993,3.01248969721039,0.00259114231516625,0.0273084152837029
"NPIPB3",42.9412783184855,2.13981069269102,0.7058654849509,3.03147092231017,0.00243365359378812,0.0261774568909143
"KRT19",269.050027609896,-3.01231996035069,0.536811719865363,-5.6115018522811,2.00578141148982e-08,7.51706775778601e-06
"CBX2",30.7432269835761,-1.75086528237309,0.556516168081727,-3.14611754840512,0.00165453493428051,0.0202369443145315
"C1QTNF1",239.314930433428,-1.74046373140517,0.593811919357267,-2.93100167690979,0.0033787095763211,0.0323789768467878
"VWA3A",49.5671593642361,2.56145932274327,0.582292507120327,4.39892200469955,1.0878991274472e-05,0.000609442551463209
"HSF5",2.40366880522553,3.11464036108399,1.12615440120929,2.76573119790626,0.00567953291752366,0.0458481343942839
"ADGRG3",3.67453206988127,-4.02086591495287,1.39288226530306,-2.88672346192735,0.00389276206995722,0.0354725818754726
"NPIPA1",384.420684476792,2.14472982690028,0.518597048353394,4.13563832210393,3.53969321762028e-05,0.00140694377559412
"NPIPA5",166.934539203854,2.40691415417181,0.642526402910884,3.74601595088948,0.000179665172175612,0.00445506680424026
"SRL",19.0534084108774,-2.5334644328731,0.664760629149574,-3.81109277803373,0.000138353824763123,0.00375532849291964
"NPIPB4",125.67652421578,1.61993799657361,0.426344135534953,3.79960192144078,0.000144928699358463,0.00388977444869804
"ATP6V0C",211.393334077843,-2.0134433242754,0.463047883867807,-4.34823998645075,1.37234390811871e-05,0.000700622317421371
"HBA2",189.15272884251,-2.79311190530649,0.782107393555697,-3.57126390610905,0.000355262704384409,0.00717140941595323
"NPIPB6",16.1461935531063,3.40267664588483,0.775248491278161,4.38914320268434,1.13798118328243e-05,0.000624916377424897
"BTBD17",140.729409890687,-1.57532465443057,0.427975959049755,-3.68087183665245,0.000232437823916297,0.00533476146478451
"NPIPA9",12.0799179123559,3.0091611333328,0.795612234887572,3.78219564931405,0.000155451101498166,0.00403592642054492
"NPIPB5",183.800025102034,1.87660443008459,0.418176806245177,4.48758611682624,7.20346977150253e-06,0.000453791412699862
"NPIPB11",48.5773621976739,2.19064251602445,0.502751027654867,4.35731086665884,1.31670192615778e-05,0.000684767039105235
"CEP95",476.683051612094,1.62857993626398,0.33111326605591,4.91849799817139,8.72108089189877e-07,0.000113617479666823
"SLC22A31",916.989890930349,-4.90376202694676,1.0600722840412,-4.62587514150703,3.73019974209543e-06,0.000305254678894809
"HPR",214.24340007808,-2.50186527695392,0.743194595659341,-3.36636634814916,0.000761654810780451,0.012035684296985
"CD79B",12.2719544751308,-2.05714438160735,0.751415440664664,-2.73769245384112,0.00618719065183814,0.048836388057582
"PGLYRP1",4.42463867865147,-4.08257052653447,1.15601482926435,-3.53159010004438,0.000413069112833553,0.00789815586104609
"CD22",153.803829534275,2.26671621129042,0.570812318259658,3.97103590581468,7.15607919772844e-05,0.00236094043729009
"EHD2",658.360647816043,-1.6629748333102,0.447780077333987,-3.71382050584139,0.000204153620221942,0.00486182672751084
"EPN3",124.588864039957,-1.74514069667375,0.484889621597803,-3.59904732735499,0.000319385066157516,0.00665112963866516
"THOC1",547.936722785302,1.95177623289474,0.290655735741981,6.71507901921245,1.87964332252861e-11,2.09191770841951e-08
"SLC4A11",104.970383137603,-1.79084828036384,0.430344429762548,-4.16143013946288,3.16260750422358e-05,0.00129086967421781
"MMP9",6.72118271904051,-3.54226649404145,1.14241721626653,-3.10067674366614,0.00193078946336985,0.0222908708862354
"SLC52A3",165.26817979511,-1.67335187359114,0.548345460361886,-3.05163805402308,0.00227596360190631,0.0249746473616015
"OPRL1",21.6224591519972,-1.81541471289173,0.620316737717475,-2.92659314590116,0.00342696867837863,0.0326726528365807
"BPIFB1",3.71252110938023,3.23635892084897,1.15049222226311,2.81302112106658,0.00490784273940099,0.0415059511533866
"USP6",29.0839441186223,1.57854213212847,0.439980088055061,3.58775811675125,0.000333533487870811,0.00688258102165058
"USHBP1",42.7787582610017,-1.50927301478731,0.400295596053131,-3.77039625134167,0.000162988550588777,0.00417320684590345
"COX4I2",30.3519225875792,-2.29487424339163,0.643883886466224,-3.56411193326549,0.000365090145802949,0.00728348022158405
"ACP4",3.83098081001599,3.15479603055508,1.11754378755633,2.82297308229281,0.0047580566242599,0.0405881437329559
"CD300LG",3.73531527617855,-3.34129840613901,1.07805630322206,-3.09937282139405,0.00193930817033432,0.0223044612704442
"ETV4",74.5469790371801,-1.99393135111529,0.727077284270447,-2.74239258226312,0.00609933955952708,0.0483257591868747
"C19orf18",10.2706400359402,2.96710603816295,0.989529211687081,2.99850272545692,0.0027130972969414,0.0282900976109555
"TSSK6",12.4248404099574,-1.92468080316008,0.690951125611511,-2.78555274290448,0.00534365458917011,0.0441447448203068
"FOXS1",21.0074409671021,-2.19018701721706,0.688635146682495,-3.18047521647464,0.00147033715446897,0.018973615785855
"SSC5D",90.7333159980929,-2.05619854259989,0.452579161266167,-4.54329036460124,5.53828805718548e-06,0.000396418943211426
"TMEM150B",12.5864725059396,-2.10961449349767,0.668457420567302,-3.15594446046735,0.00159979319872368,0.0198269841570105
"ANKRD30B",11.9338314405697,1.85168117987333,0.54470944961928,3.39939243052887,0.000675357396355438,0.0110425233837
"CYP4F12",13.8204072197541,3.54157243786845,1.02766288579806,3.44623950792788,0.000568446307118846,0.00974295960065915
"BCAM",875.859745989521,-1.73093179319407,0.447779135089875,-3.86559278347494,0.000110819708570343,0.00321743341717097
"SOX18",499.258056692082,-2.36910736583053,0.48410388823871,-4.89379949921478,9.89076066858428e-07,0.000121409087206872
"TBXA2R",24.8995336189735,-2.13327053940595,0.502039258325528,-4.24921060261529,2.14525159943296e-05,0.000952468888322707
"NMRK2",1.9403407755412,-4.23455615119139,1.4966557117173,-2.82934553220164,0.0046643310086961,0.0400959535835081
"SUSD2",63.1542185503029,-1.96463862790975,0.514134997846363,-3.82125052007612,0.00013277668874905,0.003669824572809
"CRYBB3",2.54860901035773,4.56701909836483,1.18257715304916,3.86192062529637,0.000112499119955012,0.00326052136897391
"CARD10",49.3896650852335,-1.51903803455483,0.495860980651041,-3.06343530511397,0.00218811511324844,0.0242956813676911
"SLC5A1",2.59018575633433,-3.53589109600548,1.22328304743101,-2.89049300849147,0.00384638086898552,0.0352423063813634
"NEFH",1184.89515164859,-2.16222301066317,0.69765563921295,-3.09926973872447,0.00193998309360758,0.0223044612704442
"GRIN2D",128.897745590582,-1.68765142772197,0.433795373824593,-3.89043205519378,0.000100065893554081,0.00301534300901051
"ATP4A",108.527876146594,1.61568543769609,0.516657558043287,3.12718823627608,0.00176486890057959,0.0210297797475201
"LSR",198.50957677753,-1.6580892784414,0.39382925832895,-4.21017291979983,2.55175305038739e-05,0.00108119201581642
"TSKS",4.23309999133457,3.59566602917986,1.10858871629664,3.24346259015838,0.00118086316681128,0.0162166631267138
"PRKCG",1377.73799721774,-1.8840119951095,0.502016386509875,-3.75288943894353,0.000174807965200184,0.00439131664828325
"ZNF20",4.35632306405434,-3.39081448146055,1.07480097841493,-3.15483010302166,0.00160591592763548,0.0198680140251684
"COL6A2",438.594219876214,-2.02817949138965,0.56900628888241,-3.56442368215862,0.000364656529735557,0.00728348022158405
"NTN5",51.1829674892169,1.66358358798656,0.548155080443435,3.03487762375711,0.0024063330398098,0.0259840386588518
"CLIC6",10.4067683671401,-3.65620096871194,1.17372726843196,-3.11503452892974,0.00183923378515382,0.0216569820844032
"SLX9",414.218011237237,-1.59650280030092,0.217773741043546,-7.33101609335758,2.28414231049118e-13,5.4473531044771e-10
"CDC42EP5",204.31821516893,-2.11740164313457,0.606959539726596,-3.48853836960591,0.000485669111436787,0.00877463219299321
"AZU1",5.87145815481835,3.20032054503487,1.01296124816458,3.15937115149632,0.0015810999582505,0.0197418718796064
"GPR4",198.236351703443,-1.81245151957793,0.595435291686174,-3.04391013580228,0.00233524885546816,0.0254468958180062
"DAND5",8.68154125797037,-2.08053438659649,0.702660612015302,-2.96093782833409,0.0030670384465623,0.0305496061019755
"GIPC3",36.1010390873136,-2.58889639187165,0.59862440324123,-4.3247424893709,1.52710142178205e-05,0.00075873306950088
"WBP2NL",21.4943229629726,1.54793178647139,0.517790330939845,2.9894953497137,0.00279438701171108,0.0289030339364961
"PRR36",1978.11918447013,-1.51764209993231,0.388066356251811,-3.91077988463276,9.19985850189977e-05,0.002828405853236
"TCN2",320.896214149347,-1.67867901057333,0.51140330626262,-3.28249541998713,0.00102892657093638,0.0146062076319829
"CEACAM19",77.9640615339327,1.82454969905223,0.521289631038756,3.50006904111349,0.000465137670659269,0.00852805211881289
"KANK3",232.669319666029,-1.57716405186924,0.507790403593359,-3.10593512738426,0.00189678323461687,0.0221231480107898
"TMPRSS6",10.1146054350599,-2.2914346983703,0.820409439899387,-2.79303794779753,0.00522155660343376,0.0435190543872806
"WNT7B",178.758388223754,-1.5133820828019,0.477483474392771,-3.16949625267453,0.00152703427268923,0.0193269978379636
"ZNF600",188.781341531818,1.56518871395652,0.434284550817797,3.60406261518888,0.000313281530730589,0.00656200987956894
"ZNF700",55.4301758586664,1.60725105828162,0.448951812478291,3.58000795098547,0.000343583752855258,0.00700340313817544
"ZNF534",37.7565150495482,1.81417478448525,0.592313396494693,3.06286299655137,0.00219230404476184,0.0243178230719297
"IGFL4",51.8017269030219,1.83689634397909,0.518669564358705,3.54155414199072,0.000397777214731976,0.00771253521804367
"ZNF99",3.63442582214135,3.2553653478084,1.10265367005424,2.95230083227153,0.00315415473728814,0.0309192361622362
"INSL3",11.0933356156984,2.20594450166627,0.746899858334568,2.95346755933931,0.00314225633323275,0.0308920584810982
"SIGLEC5",13.3522521023949,-1.84276804808508,0.659984309934372,-2.79213917716972,0.00523608291065855,0.0435379092610812
