"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SWT1",81.8771159291701,0.7172242985921,0.249705702871493,2.87227840751882,0.00407523769494991,0.0365370666377518
"MAD2L2",781.37285172062,-0.184799860398643,0.236041009528833,-0.782914209558442,0.433677492604738,0.669980757129697
"DNAJC6",2996.60631238768,0.216038014165366,0.372662902104229,0.579714301975095,0.562107297045985,0.764617226147848
"LEPR",372.359287893295,0.00792805665623522,0.445503505192898,0.0177957222868593,0.985801817341311,0.999087878745499
"IVNS1ABP",1397.49716673454,0.528951050319938,0.237782028721729,2.22452072245946,0.0261134298645768,0.127739101659535
"KIAA2013",1020.01873110175,-0.458680583274648,0.12389043286006,-3.70230834363741,0.00021364674188028,0.00501154911867527
"MFN2",3414.27490857824,-0.228392529434507,0.189033984497133,-1.20820883103149,0.226966945775227,0.474156700384387
"PRG4",32.0257353040235,1.21443276369904,0.591544809738149,2.05298524085879,0.0400740089486141,0.168258426908492
"MIIP",703.887024318031,-0.114202893434907,0.26974636298379,-0.423371392932443,0.672024313254794,0.838006037276813
"SMG7",1797.57523307229,0.204165358011804,0.16362907025011,1.24773280016646,0.212128925248988,0.456232965486551
"NCF2",32.4352973695102,0.301444026129511,0.698912185557211,0.431304579257241,0.666246921148998,0.834397570862382
"PDC",5.83833222454987,1.80509143784698,1.06221400782947,1.6993670056522,0.089250054663293,0.274689190908561
"SLC35D1",259.86856434716,0.642540182120835,0.249115492736095,2.57928631842067,0.00990046890926267,0.0663824264199868
"PLA2G4A",40.9668937973936,0.236229080200697,0.429161175305624,0.550443734879951,0.58201505842221,0.778476034396312
"GADD45A",567.970542856645,1.06902044960568,0.466120563232105,2.29344194170074,0.0218225742950657,0.113597148513198
"WLS",1230.87758022257,-0.217397946636691,0.395418665128642,-0.549791817657279,0.582462171461024,0.778605808611586
"PRDM2",1144.65386613,0.666950166471165,0.226078693924586,2.95007970407703,0.00317691961220257,0.0310876295463714
"RGS2",411.885307234448,-0.156788253009367,0.3792021677184,-0.413468767736054,0.679263200421405,0.84259324326311
"RPE65",7.04521961884182,0.156679891257379,0.967303043560804,0.161976013929011,0.87132474253233,0.945726949063196
"RO60",504.515676138786,0.55153542485087,0.312540256354377,1.76468603207871,0.0776165473867154,0.253418862130614
"UCHL5",829.180884301962,0.274445139745398,0.256512108412204,1.06991105193513,0.284659347908598,0.534564510733061
"BCAS2",586.524378759489,-0.0396860848166532,0.224788874451062,-0.176548260733843,0.859863237483224,0.940111132788326
"SRSF11",2988.69124755457,0.938824549945347,0.225099950289565,4.17070083195336,3.03664302613589e-05,0.00125932063020731
